"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1977","1","ashland","ms",0.333333333333333,1,1
"1978","2","ashland","tv",0,1,1
"1979","3","ashland","ms",1.66666666666667,1,1
"1980","4","ashland","ms",-0.333333333333334,1,1
"1981","5","ashland","ms",2.33333333333333,1,1
"1982","6","ashland","tv",0.333333333333333,1,1
"1983","7","ashland","ms",0.666666666666667,1,1
"1984","8","ashland","tv",4.66666666666667,1,1
"1985","9","ashland","ms",1,1,1
"1986","10","ashland","ms",-1.66666666666667,1,1
"1987","11","ashland","ms",0.666666666666666,1,1
"1988","12","ashland","ms",-1.66666666666667,4,2
"1989","13","ashland","ms",-1,1,1
"1990","14","ashland","ms",1.33333333333333,1,1
"1991","15","ashland","tv",0,1,1
"1992","16","ashland","tv",5,1,1
"1993","17","ashland","ms",-0.333333333333333,4,2
"1994","18","ashland","ms",4,1,1
"1995","19","ashland","tv",2.66666666666667,1,1
"1996","20","ashland","ms",0.333333333333334,NA,2
"1997","21","ashland","ms",1,1,1
"1998","22","ashland","tv",1.66666666666667,1,1
"1999","23","ashland","tv",2.33333333333333,4,2
"2000","24","ashland","ms",6.66666666666667,1,1
"2001","25","ashland","ms",0.666666666666667,1,2
"2002","26","ashland","tv",5.33333333333333,1,1
"2003","27","ashland","tv",2.33333333333333,NA,1
"2004","28","ashland","tv",0.666666666666667,1,1
"2005","29","ashland","tv",1.66666666666667,1,1
"2006","30","ashland","tv",0.666666666666666,1,1
"2007","31","ashland","ms",4.66666666666667,1,1
"2008","32","ashland","tv",2,1,1
"2009","33","ashland","tv",1.66666666666667,1,1
"2010","34","ashland","tv",3,1,1
"2011","35","ashland","ms",3.33333333333333,1,1
"2012","36","ashland","ms",1.66666666666667,1,1
"2013","37","ashland","tv",-0.666666666666667,1,1
"2014","38","ashland","tv",0.333333333333333,1,1
"2015","39","ashland","ms",3.33333333333333,1,1
"2016","40","ashland","tv",2,1,1
"2017","41","ashland","tv",0,1,1
"2018","42","ashland","tv",0.666666666666667,1,1
"2019","43","ashland","tv",3,1,1
"2020","44","ashland","tv",6,1,1
"2021","45","ashland","ms",0.666666666666667,1,1
"2022","46","ashland","tv",0,1,1
"2023","47","ashland","tv",0.666666666666667,1,1
"2024","48","ashland","ms",-1,1,1
"2025","49","ashland","tv",3,1,1
"2026","50","ashland","ms",2.33333333333333,NA,1
"2027","51","ashland","ms",0,6,1
"2028","52","ashland","tv",1.33333333333333,1,1
"2029","53","ashland","ms",1.66666666666667,1,1
"2030","54","ashland","tv",2.33333333333333,6,1
"2031","55","ashland","ms",0,1,1
"2032","56","ashland","ms",-0.333333333333334,1,1
